SP1000,,SALESMAN:,Kiofi Odoru,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,MONDAY,,TUESDAY,,WEDNESDAY,,THURSDAY,,FRIDAY,
248,ELLA'S  PLACE,ELLLA MEDIE,,541200195,MADINA,ASANKA,,NA,,-0.163543325,5.663062041,"0?? 9' 48.756"" W","5?? 39' 47.023"" N",
249,ELIKPLI STORE,PEACE  AHIAWATOR,,249285409,MADINA,RARLING CIRCLE,,NA,,-0.163010941,5.663611994,"0?? 9' 46.839"" W","5?? 39' 49.003"" N",
250,YEHOWA NYO KPLOLA,GRACE,,249820541,MADINA,RARLING CIRCLE,,NA,,-0.163016651,5.664124054,"0?? 9' 46.860"" W","5?? 39' 50.847"" N",
251,JOYCE'S STORE,AUNTY JOYCE,,244649988,MADINA,RARLING CIRCLE,,NA,,-0.163393558,5.664893095,"0?? 9' 48.217"" W","5?? 39' 53.615"" N",
252,SHARON'S STORE,SHARON,,249812630,MADINA,RARLING CIRCLE,,NA,,-0.163675286,5.665033959,"0?? 9' 49.231"" W","5?? 39' 54.122"" N",
253,BRIDGET'S STORE,BRIDGET,,246687730,MADINA,RARLING CIRCLE,NEAR CHURCH OF PENTECOST,NA,,-0.164124528,5.665041574,"0?? 9' 50.848"" W","5?? 39' 54.150"" N",
254,FAST FLOW ENTERPRISE,FAST FLOW,,244230653,MADINA,RARLING CIRCLE,,NA,,-0.164729863,5.667531442,"0?? 9' 53.028"" W","5?? 40' 3.113"" N",
255,GOD REGNS ENTERPRISE,KWAME,,202272272,MADINA,RARLING CIRCLE,,NA,,-0.164364378,5.667542863,"0?? 9' 51.712"" W","5?? 40' 3.154"" N",
256,AUNTIE MARY' SHOP,AUNTIE MARY,,NA,MADINA,ESTATE,,NA,,-0.16122349,5.667632331,"0?? 9' 40.405"" W","5?? 40' 3.476"" N",
257,EASY WAY VENTURES,FELICIA,,244716510,MADINA,ESTATE,,NA,,-0.160237441,5.667603777,"0?? 9' 36.855"" W","5?? 40' 3.374"" N",
258,MARY'S STORE,AUNTIE MARY,,246693572,MADINA,LOCAL GOVERNMENT,,NA,,-0.161158134,5.664146579,"0?? 9' 40.169"" W","5?? 39' 50.928"" N",
259,GOD IS SOO GOD,AUNTY MARY,,275588556,MADINA,ESTATE,,NA,,-0.159798986,5.664472089,"0?? 9' 35.276"" W","5?? 39' 52.100"" N",
260,AMERICAN SUPERMARKET,JULIET,,543033080,MADINA,UPS AYELE,,NA,,-0.160313203,5.662614206,"0?? 9' 37.128"" W","5?? 39' 45.411"" N",
261,AMAZING LOVE ENTERPRISE,GIFTY OFFEI,,NA,MADINA,ASANKA,,NA,,-0.160273228,5.661732854,"0?? 9' 36.984"" W","5?? 39' 42.238"" N",
262,JANET'S STORE,JANET ONOMA,,NA,MADINA,ESTATE,OPPOSITE PENTECOST HOSPITAL,NA,,-0.159123472,5.66248286,"0?? 9' 32.845"" W","5?? 39' 44.938"" N",
263,MAMA ESTHER STORE,ESTHER,,203025994,MADINA,ESTATE,OPPOSITE THE COURT,NA,,-0.159251012,5.664430211,"0?? 9' 33.304"" W","5?? 39' 51.949"" N",
264,NYAME ADOM,NANA AMA,,541399913,MADINA,ESTATE,OPPOSITE GOSPEL INTERNATIONAL SCHOOL,NA,,-0.158969283,5.664389284,"0?? 9' 32.289"" W","5?? 39' 51.801"" N",
265,SOPHIA'S STORE,SOPHIA AGYEMANG,,243641515,MADINA,ESTATE,,NA,,-0.158342057,5.664414031,"0?? 9' 30.031"" W","5?? 39' 51.891"" N",
266,AWO ENTERPRISE,AWO,,NA,MADINA,ESTATE,,NA,,-0.158227843,5.664414031,"0?? 9' 29.620"" W","5?? 39' 51.891"" N",
267,MIRIAM ENTERPRISE,MIRIAM,,206905362,MADINA,ESTATE,,NA,,-0.157999415,5.664402609,"0?? 9' 28.798"" W","5?? 39' 51.849"" N",
268,MAMA K ENTERPRISE,MAMA K,,277803889,MADINA,ESTATE,,NA,,-0.157517812,5.664434018,"0?? 9' 27.064"" W","5?? 39' 51.962"" N",
269,EASY WAY VENTURES,AUNTY JOAN,,244180136,MADINA,ESTATE,,NA,,-0.157373141,5.664426404,"0?? 9' 26.543"" W","5?? 39' 51.935"" N",
270,K MART,MADAM MILLICENT,,245966303,MADINA,ESTATE,,NA,,-0.156931513,5.664441632,"0?? 9' 24.953"" W","5?? 39' 51.990"" N",
271,PHLAVA'S MART,FRANSISCA,,243138892,MADINA,LOCAL GOVERNMENT,,NA,,-0.155758915,5.663600255,"0?? 9' 20.732"" W","5?? 39' 48.961"" N",
272,LIT DAN ENTERPRISE,MADAM LETICIA,,249965442,MADINA,ESTATE,,NA,,-0.156371864,5.66291497,"0?? 9' 22.939"" W","5?? 39' 46.494"" N",
273,DIN PA ENTERPRISE,TINA,,242327304,MADINA,ESTATE,,NA,,-0.157171363,5.662526642,"0?? 9' 25.817"" W","5?? 39' 45.096"" N",
274,THEOBENA  STORE,THEOBENA,,NA,MADINA,ESTATE,,NA,,-0.156501306,5.661873718,"0?? 9' 23.405"" W","5?? 39' 42.745"" N",
275,MARY'S STORE,AUNTY MARY,,245959701,MADINA,ESTATE,OPPOSITE PENTECOST HOSPITAL,NA,,-0.159396635,5.660400356,"0?? 9' 33.828"" W","5?? 39' 37.441"" N",
276,LYN'S STORE,SISTER LYN,,244544876,MADINA,ESTATE,,NA,,-0.156074907,5.660067231,"0?? 9' 21.870"" W","5?? 39' 36.242"" N",
277,MARIAM'S STORE,MARIAM,,NA,MADINA,ESTATE,,NA,,-0.153592653,5.661425428,"0?? 9' 12.934"" W","5?? 39' 41.132"" N",
278,TINA'S SHOP,TINA BOAMAH,,NA,MADINA,LOCAL GOVERNMENT,,NA,,-0.152653559,5.662136728,"0?? 9' 9.553"" W","5?? 39' 43.692"" N",
279,EVERY KNEEL SHALL BOW ENTERPRISE,AFFA MAAME,,244026636,MADINA,LOCAL GOVERNMENT,,NA,,-0.152072971,5.662517442,"0?? 9' 7.463"" W","5?? 39' 45.063"" N",
280,THE LORD IS MY BANNER,AUNTY BEE,,243488325,MADINA,ESTATE,,NA,,-0.158648849,5.664823615,"0?? 9' 31.136"" W","5?? 39' 53.365"" N",
281,AMINA'S SHOP,AMINA SEIDU,,NA,MADINA,ESTATE,,NA,,-0.158163439,5.665071079,"0?? 9' 29.388"" W","5?? 39' 54.256"" N",
282,DEDE'S ENTERPRISE,DORIS DEDE KODI,,243052308,MADINA,ESTATE,,NA,,-0.156383602,5.666163728,"0?? 9' 22.981"" W","5?? 39' 58.189"" N",
283,EWURADE ADOM,SARAH BAWNOR,,277089710,MADINA,ESTATE,,NA,,-0.156527322,5.668662162,"0?? 9' 23.498"" W","5?? 40' 7.184"" N",
284,AGGIE'S STORE,AUNTIE AGGIE,,276253310,MADINA,ESTATE,,NA,,-0.156984178,5.669039068,"0?? 9' 25.143"" W","5?? 40' 8.541"" N",
285,TINA'S SHOP,TINA ARHIN,,543755696,MADINA,ESTATE,,NA,,-0.157669463,5.668262412,"0?? 9' 27.610"" W","5?? 40' 5.745"" N",
286,EMELIA'S STORE,EMELIA,,249505424,MADINA,MARKET,INSIDE THE MARKET,NA,,-0.171555998,5.678747269,"0?? 10' 17.602"" W","5?? 40' 43.490"" N",
287,ASANA'S SHOP,HAJIA ASANA,,276005040,MADINA,MARKET,INSIDE THE MARKET,NA,,-0.171708283,5.675671102,"0?? 10' 18.150"" W","5?? 40' 32.416"" N",
288,ISAAC VENTURES,ISAAC ABOAGYE,,502263430,MADINA,MARKET,INSIDE THE MARKET,NA,,-0.170265378,5.676204101,"0?? 10' 12.955"" W","5?? 40' 34.335"" N",
289,EAGLE BAZAR,MAVIS,,242144899,MADINA,MARKET,,NA,,-0.168040106,5.677616549,"0?? 10' 4.944"" W","5?? 40' 39.420"" N",
290,HAND OF GOD,NA,,NA,MADINA,MARKET,,NA,,-0.168087695,5.678025817,"0?? 10' 5.116"" W","5?? 40' 40.893"" N",
291,OSOMAFO POMA ENTERPRISE,MRS N. BOAHENE,,244877199,MADINA,MARKET,,NA,,-0.168211427,5.67826757,"0?? 10' 5.561"" W","5?? 40' 41.763"" N",
292,LUCY GOLD ENTERPRISE,LUCY OKOMENG,,276322175,MADINA,MARKET,,NA,,-0.168230463,5.678777726,"0?? 10' 5.630"" W","5?? 40' 43.600"" N",
293,KHADIJA ENTERPRISE,KHADIJA,,205140601,MADINA,MARKET,,NA,,-0.168055335,5.678739655,"0?? 10' 4.999"" W","5?? 40' 43.463"" N",
294,ASHARAT ENTERPRISE,ASHARAT,,279444003,MADINA,MARKET,,NA,,-0.168512191,5.678800569,"0?? 10' 6.644"" W","5?? 40' 43.682"" N",
295,KUTA ENTERPRISE,KUTA,,555004670,MADINA,MARKET,,NA,,-0.168847219,5.678602598,"0?? 10' 7.850"" W","5?? 40' 42.969"" N",
296,EBENEZER ENTERPRISE,OLIVIA,,243139531,MADINA,MARKET,,NA,,-0.169456361,5.678282798,"0?? 10' 10.043"" W","5?? 40' 41.818"" N",
297,EBANECER NO 3,SISTER ADWOA,,540801420,MADINA,MARKET,,NA,,-0.169709536,5.678581659,"0?? 10' 10.954"" W","5?? 40' 42.894"" N",
298,JULA MART,JULIE,,208558455,MADINA,MARKET,,NA,,-0.168262824,5.679008058,"0?? 10' 5.746"" W","5?? 40' 44.429"" N",
299,R.L JURA ROSE,ROSELINE,,544747602,MADINA,MARKET,,NA,,-0.168508384,5.679088008,"0?? 10' 6.630"" W","5?? 40' 44.717"" N",
300,SAPAM VENTURES,SAPAM,,264008190,MADINA,MARKET,,NA,,-0.168502673,5.678956662,"0?? 10' 6.610"" W","5?? 40' 44.244"" N",
301,KRISTODIA ENTERPRISE,EMELIA KARIKARI,,244775510,MADINA,MARKET,,NA,,-0.168268534,5.679242197,"0?? 10' 5.767"" W","5?? 40' 45.272"" N",
302,ROYAL POOL VENTURES,GLADYS,,208180923,MADINA,MARKET,,NA,,-0.168279956,5.67943065,"0?? 10' 5.808"" W","5?? 40' 45.950"" N",
303,KWEKNNITA ENTERPRISE,ANITA,,243063338,MADINA,MARKET,AT THE MARKET,NA,,-0.16782881,5.679453493,"0?? 10' 4.184"" W","5?? 40' 46.033"" N",
304,AMA EMPIRE,ALICE AMPOMA,,208153113,MADINA,MARKET,AT THE MARKET,NA,,-0.167767896,5.679767582,"0?? 10' 3.964"" W","5?? 40' 47.163"" N",
305,D&S VENTURES,MAMA PAT,,208070936,MADINA,MARKET,AT THE MARKET,NA,,-0.168298738,5.679730653,"0?? 10' 5.875"" W","5?? 40' 47.030"" N",
306,JEYDEK VENTURES,ELIZABETH BAAH,,244505080,MADINA,MARKET,,NA,,-0.168310159,5.679802988,"0?? 10' 5.917"" W","5?? 40' 47.291"" N",
307,BABS VENTURES,ALHAJI,,570435630,MADINA,MARKET,,NA,,-0.168302545,5.679863903,"0?? 10' 5.889"" W","5?? 40' 47.510"" N",
308,AMINA SHOP,AMINA,,264112019,MADINA,MARKET,AT THE MARKET,NA,,-0.168313966,5.680107559,"0?? 10' 5.930"" W","5?? 40' 48.387"" N",
309,GOOD MORNING,NANA KWAME,,249680493,MADINA,MARKET,AT THE MARKET,NA,,-0.168306352,5.680187509,"0?? 10' 5.903"" W","5?? 40' 48.675"" N",
310,PROTECH ENTERPRISE,NA,,500515594,MADINA,MARKET,,NA,,-0.168313966,5.680259845,"0?? 10' 5.930"" W","5?? 40' 48.935"" N",
311,RUKAYA'S SHOP,RUKAYA,,243053186,MADINA,MARKET,,NA,,-0.168310159,5.680313145,"0?? 10' 5.917"" W","5?? 40' 49.127"" N",
312,AUTHENTIC SHOP,AUTHENTIC MAMA,,274417625,MADINA,MARKET,INSIDE THE MARKET,NA,,-0.167610915,5.68085122,"0?? 10' 3.399"" W","5?? 40' 51.064"" N",
313,OLYSS,OLYSS,,277792545,MADINA,MARKET,,NA,,-0.168494171,5.680243982,"0?? 10' 6.579"" W","5?? 40' 48.878"" N",
314,VICNASH,VICNASH,,240142564,MADINA,MARKET,AT THE MARKET,NA,,-0.168491315,5.680166887,"0?? 10' 6.569"" W","5?? 40' 48.601"" N",
315,HALIFA ENTERPRISE,MOHAMMED,,572263495,MADINA,MARKET,,NA,,-0.169646781,5.680041632,"0?? 10' 10.728"" W","5?? 40' 48.150"" N",
316,STEDAK ENTERPRISE,SAMMY,,262468752,MADINA,MARKET,,NA,,-0.16966201,5.679790361,"0?? 10' 10.783"" W","5?? 40' 47.245"" N",
317,NANA AND NANA ENTERPRISE,NANA,,243047762,MADINA,MARKET,,NA,,-0.169684853,5.679516247,"0?? 10' 10.865"" W","5?? 40' 46.258"" N",
318,ROOTS ENTERPRISE,ATTA,,244685650,MADINA,MARKET,,NA,,-0.169418353,5.679622847,"0?? 10' 9.906"" W","5?? 40' 46.642"" N",
319,SOAP BOUTIQUE,MICHEAL,,267471710,MADINA,MARKET,,NA,,-0.169456425,5.679390612,"0?? 10' 10.043"" W","5?? 40' 45.806"" N",
320,ADOM ENTERPRISE,ADOM,,265785193,MADINA,MARKET,,NA,,-0.169462135,5.679162184,"0?? 10' 10.064"" W","5?? 40' 44.984"" N",
321,SESIME ENTERPRISE,SESIME,,245404505,MADINA,MARKET,,NA,,-0.169479267,5.678979441,"0?? 10' 10.125"" W","5?? 40' 44.326"" N",
322,THE FINAL,THE FINAL,,546445986,MADINA,MARKET,INSIDE THE MARKET,NA,,-0.172100101,5.680148232,"0?? 10' 19.560"" W","5?? 40' 48.534"" N",
323,KABKUUKS VENTURES,MAMA PAT,,244694579,MADINA,MARKET,INSIDE THE MARKET,NA,,-0.171932587,5.680178689,"0?? 10' 18.957"" W","5?? 40' 48.643"" N",
324,COMFORT'S STORE,COMFORT KWAH,,272019337,MADINA,RITZ,,NA,,-0.166627341,5.683789759,"0?? 9' 59.858"" W","5?? 41' 1.643"" N",
325,PSALM 27;1,DEDORAH ASANTE,,575201223,MADINA,RITZ,,NA,,-0.168857562,5.686599427,"0?? 10' 7.887"" W","5?? 41' 11.758"" N",
326,AGNES SHOP,AGNES ASIEDU,,274931374,MADINA,ZONGO JUNCTION,,NA,,-0.175098412,5.679780844,"0?? 10' 30.354"" W","5?? 40' 47.211"" N",
327,ALLAH AKBAR,HAMSA,,243353595,MADINA,REDCO,,NA,,-0.175665676,5.678511163,"0?? 10' 32.396"" W","5?? 40' 42.640"" N",
328,HAJIA 99 VENTURES,HAJIA 99,,246955855,MADINA,ZONGO,,NA,,-0.177052108,5.678580961,"0?? 10' 37.388"" W","5?? 40' 42.891"" N",
329,ALLAH NATARI TAMN,AISHAM,,244443135,MADINA,ZONGO,,NA,,-0.17766125,5.678638068,"0?? 10' 39.581"" W","5?? 40' 43.097"" N",
330,FLORENCE'S STORE,MADAM FLORNCE,,244404388,MADINA,ZONGO,,NA,,-0.177109215,5.678124104,"0?? 10' 37.593"" W","5?? 40' 41.247"" N",
331,FRIENDS CORNER,PAULINA OPPONG,,243787928,MADINA,ZONGO,,NA,,-0.178152371,5.679035914,"0?? 10' 41.349"" W","5?? 40' 44.529"" N",
332,EWO ONYAME ASAM ENTERPRISE,ESTHER OKYERE,,244926100,MADINA,ZONGO,,NA,,-0.178410876,5.679292895,"0?? 10' 42.279"" W","5?? 40' 45.454"" N",
333,THY WILL BE DONE ENTERPRISE,AFIKA,,243283682,MADINA,ZONGO,,NA,,-0.178969573,5.679142513,"0?? 10' 44.290"" W","5?? 40' 44.913"" N",
334,GOD'S OWN EASY SHOP,FELICIA ADDO,,556592288,MADINA,ZONGO,,NA,,-0.179700036,5.67979861,"0?? 10' 46.920"" W","5?? 40' 47.275"" N",
335,LINDA'S STORE,LINDA AWUAH,,202472662,MADINA,ZONGO,,NA,,-0.179825672,5.679387439,"0?? 10' 47.372"" W","5?? 40' 45.795"" N",
336,NO SIZE STORE,MAMA ONE,,208638314,MADINA,ZONGO,,NA,,-0.180712735,5.678793526,"0?? 10' 50.566"" W","5?? 40' 43.657"" N",
337,OSEW VENTURES,ABIGAILOSEW,,242236115,MADINA,ZONGO,,NA,,-0.181314262,5.678490858,"0?? 10' 52.731"" W","5?? 40' 42.567"" N",
338,GINA STORE,EMMA,,207415701,MADINA,ZONGO,GINA STORE,NA,,-0.180510956,5.678285273,"0?? 10' 49.839"" W","5?? 40' 41.827"" N",
339,AQOI ALLAH,HAJIA JEMILA,,261559557,MADINA,LIBYA QUARTARS,,NA,,-0.18126477,5.676971811,"0?? 10' 52.553"" W","5?? 40' 37.099"" N",
340,KOODIA ENTERPRISE,AZAMI,,243658221,MADINA,ZONGO,,NA,,-0.179835189,5.677145035,"0?? 10' 47.407"" W","5?? 40' 37.722"" N",
341,KHADIS SHOP,HADIJA ABDUL HAM,,576759016,MADINA,LIBYA QUARTARS,,NA,,-0.181359948,5.676497822,"0?? 10' 52.896"" W","5?? 40' 35.392"" N",
342,MY REDEEMER LIVES,FAUSTINA,,244257269,MADINA,LIBYA QUARTARS,,NA,,-0.181991298,5.675673577,"0?? 10' 55.169"" W","5?? 40' 32.425"" N",
343,CHAMEFF VENTURES,EMEFA,,208633911,MADINA,LIBYA QUARTARS,,NA,,-0.182094091,5.675239563,"0?? 10' 55.539"" W","5?? 40' 30.862"" N",
344,GLORY BE TO ALLAH,SADIA,,244279263,MADINA,NORTH LEGON,,NA,,-0.182166427,5.673731936,"0?? 10' 55.799"" W","5?? 40' 25.435"" N",
345,KHADIJA VENTURES,KHADIJA HARUNA,,275364850,MADINA,LIBYA QUARTARS,,NA,,-0.179844073,5.674127879,"0?? 10' 47.439"" W","5?? 40' 26.860"" N",
346,KILINAMIGARO ENTERPRISE,HAWA ABUBAKAL,,265918795,MADINA,LIBYA QUARTARS,,NA,,-0.179470973,5.674995906,"0?? 10' 46.096"" W","5?? 40' 29.985"" N",
347,MARIAM'S STORE,HAJIA MARIAM,,NA,MADINA,LIBYA QUARTARS,,NA,,-0.180485575,5.675408981,"0?? 10' 49.748"" W","5?? 40' 31.472"" N",
348,FLANT ENTERPRISE,FLORNCE ASANTE,,243921640,MADINA,ZONGO,,NA,,-0.17843962,5.675919137,"0?? 10' 42.383"" W","5?? 40' 33.309"" N",
349,HAJIA'S SHOP,HAJIA MARIAM,,548676314,MADINA,ZONGO,OPPOSITE THE MOSQUE,NA,,-0.178047484,5.677007978,"0?? 10' 40.971"" W","5?? 40' 37.229"" N",
350,PEACE BEE VENTURES,PEACE BEE,,243559986,MADINA,ZONGO,,NA,,-0.178787973,5.677464835,"0?? 10' 43.637"" W","5?? 40' 38.873"" N",
351,ISLAM VENTURES,MOHAMMED,,242601948,MADINA,ZONGO,,NA,,-0.17893074,5.677641867,"0?? 10' 44.151"" W","5?? 40' 39.511"" N",
352,AWULA ENTERPRISE,AWULA,,243911830,MADINA,ZONGO,ADJACENT THE MOSQUE,NA,,-0.177798117,5.677278285,"0?? 10' 40.073"" W","5?? 40' 38.202"" N",
353,AISHA'S SHOP,AISHA,,NA,MADINA,ZONGO,,NA,,-0.177655349,5.676867114,"0?? 10' 39.559"" W","5?? 40' 36.722"" N",
354,ZENABU VENTURES,ZENABU,,504896471,MADINA,ZONGO,,NA,,-0.177552557,5.677198335,"0?? 10' 39.189"" W","5?? 40' 37.914"" N",
355,CONTRAL ENTERPRISE,SEKINA,,244725284,MADINA,ZONGO,,NA,,-0.176817779,5.676674854,"0?? 10' 36.544"" W","5?? 40' 36.029"" N",
356,WHITE SHOP,MIMI,,545534278,MADINA,ZONGO,,NA,,-0.17633808,5.676561401,"0?? 10' 34.817"" W","5?? 40' 35.621"" N",
357,EDTEL ENTERPRISE,RAMS,,243287725,MADINA,ZONGO,,NA,,-0.177156614,5.675455808,"0?? 10' 37.764"" W","5?? 40' 31.641"" N",
358,SERWA'S SHOP,AUNTY SERWA,,244985497,MADINA,ATOMIC JUNCTION,NOT FAR FROM GHANA TELECOM,NA,,-0.176254323,5.668031255,"0?? 10' 34.516"" W","5?? 40' 4.913"" N",
359,AGNESSAH ENTERPRISE,AGNES,,244203860,MADINA,ATOMIC JUNCTION,OPPOSITE GHANA TELECOM,NA,,-0.174362175,5.667928463,"0?? 10' 27.704"" W","5?? 40' 4.542"" N",
360,NELSON'S SHOP,NELSON,,206586895,MADINA,FIRE STONE,,NA,,-0.173156264,5.66958076,"0?? 10' 23.363"" W","5?? 40' 10.491"" N",
361,ADOM SUPERMARKET,ROSE DONKOR,,241884260,MADINA,FIRE STONE,,NA,,-0.172290141,5.671227347,"0?? 10' 20.245"" W","5?? 40' 16.418"" N",
362,THE BLOOD OF JESUS,CHRISTIANA OFOSU,,265965761,MADINA,UPS,,NA,,-0.166912559,5.663691119,"0?? 10' 0.885"" W","5?? 39' 49.288"" N",
363,GARDEN CITY ENTERPRISE,HELENA ADDO,,242933205,MADINA,UPS,,NA,,-0.166512809,5.663700636,"0?? 9' 59.446"" W","5?? 39' 49.322"" N",
364,ANNETTE ENTERPRISE,SISTER AKUA,,271736881,MADINA,AKOSOWDO,,NA,,-0.167898607,5.6667216,"0?? 10' 4.435"" W","5?? 40' 0.198"" N",
365,KATE VENTURES,AUNTY KATE,,244130032,MADINA,AKOSOWDO,,NA,,-0.16824125,5.666902439,"0?? 10' 5.668"" W","5?? 40' 0.849"" N",
366,DEL OHEMAA ENTERPRISE,NANA HEMAA,,543120282,MADINA,RANHINGS CIRCLE,NEW ROAD MARKET,NA,,-0.166063567,5.666734925,"0?? 9' 57.829"" W","5?? 40' 0.246"" N",
367,ADWOA ENTERPRISE,SISTER ADWOA,,244406714,MADINA,RAWLIYS CIRCLE,,NA,,-0.166055953,5.667199396,"0?? 9' 57.801"" W","5?? 40' 1.918"" N",
368,IN HIS TIME ENTERPRISE,MAAME KYEREWAA,,242947888,MADINA,RANHINGS CIRCLE,NEW ROAD MARKET,NA,,-0.166558495,5.666674011,"0?? 9' 59.611"" W","5?? 40' 0.026"" N",
369,JOYCE ENTERPRISE,REJOYCE QUIST,,NA,MADINA,NORTH LEGON,,NA,,-0.181687965,5.672622235,"0?? 10' 54.077"" W","5?? 40' 21.440"" N",
370,WINNERS VENTURES,JOYCE OWUSU,,249502097,MADINA,NORTH LEGON,,NA,,-0.182388478,5.672896349,"0?? 10' 56.599"" W","5?? 40' 22.427"" N",
371,GOLDEN BRIDGE MINI SUPERMARKET,ABDUAL RAZAK,,261456108,MADINA,NORTH LEGON,,NA,,-0.182161953,5.672900156,"0?? 10' 55.783"" W","5?? 40' 22.441"" N",
372,GOD IS MY STRENGHT,GOD IS MY STRENGHT,,NA,MADINA,NORTH LEGON,,NA,,-0.188335798,5.669179314,"0?? 11' 18.009"" W","5?? 40' 9.046"" N",
373,AWURADE NA AYE,JOYCE,,243105655,MADINA,NORTH LEGON,,NA,,-0.191597563,5.670578437,"0?? 11' 29.751"" W","5?? 40' 14.082"" N",
374,GRACE ENTERRISE,GRACE APPIAH,,244740851,MADINA,NORTH LEGON,,NA,,-0.190447808,5.672539113,"0?? 11' 25.612"" W","5?? 40' 21.141"" N",
375,FELASINO SUPERMARKET,SISTER PRISCILLA,,243562492,MADINA,NORTH LEGON,,NA,,-0.19025174,5.673508981,"0?? 11' 24.906"" W","5?? 40' 24.632"" N",
376,RONENICK,HAJIA,,244698536,MADINA,NORTH LEGON,,NA,,-0.191211139,5.6763196,"0?? 11' 28.360"" W","5?? 40' 34.751"" N",
377,"READY MART
",MILLICENT,,545305956,MADINA,NORTH LEGON,,NA,,-0.191428145,5.676993464,"0?? 11' 29.141"" W","5?? 40' 37.176"" N",
378,COMFORT SHOP,AUNTY COMFORT,,209300479,MADINA,AGBOGBA,,NA,,-0.193914206,5.679243482,"0?? 11' 38.091"" W","5?? 40' 45.277"" N",
379,BETMO SUPERMARKET,BETMO,,554872495,MADINA,LIBYA QUARTERS,,NA,,-0.185288184,5.675942694,"0?? 11' 7.037"" W","5?? 40' 33.394"" N",
380,HAJIA BALARABA,HAJIA BALARABA,,245704792,MADINA,LIBYA QUARTERS,,NA,,-0.184966481,5.674692049,"0?? 11' 5.879"" W","5?? 40' 28.891"" N",
381,SOME SOMKA,SOME SOMKA,,266716623,MADINA,LIBYA QUARTERS,,NA,,-0.184391603,5.674204735,"0?? 11' 3.810"" W","5?? 40' 27.137"" N",
382,GOD IS GREAT,HAJIA ALIMA,,NA,MADINA,LIBYA QUARTERS,,NA,,-0.183383346,5.675318958,"0?? 11' 0.180"" W","5?? 40' 31.148"" N",
383,FATI'S SHOP,FATI,,246448191,MADINA,ZONGO,,NA,,-0.182421092,5.67777932,"0?? 10' 56.716"" W","5?? 40' 40.006"" N",
384,UBIDA,UBIDA,,269958005,MADINA,ZONGO,,NA,,-0.182887467,5.677893534,"0?? 10' 58.395"" W","5?? 40' 40.417"" N",
385,ZWAIYEI SHOP,ZWAIYEI MOHAMMED,,267469077,MADINA,LIBYA QUARTERS,,NA,,-0.184459815,5.678373234,"0?? 11' 4.055"" W","5?? 40' 42.144"" N",
386,MAASHS ALLAH,HAJIA AISHA,,244549098,MADINA,AGBOGBA,ADJACENT GOIL FILLING STATION,NA,,-0.1940354,5.686214985,"0?? 11' 38.527"" W","5?? 41' 10.374"" N",
387,ADOM ENTERPRISE,REGINA GYAN,,244184384,MADINA,AGBOGBA,,NA,,-0.193944029,5.685940872,"0?? 11' 38.199"" W","5?? 41' 9.387"" N",
388,F.O.B SUPERMARKET,NANCY,,543166645,MADINA,AGBOGBA,,NA,,-0.193512871,5.682400234,"0?? 11' 36.646"" W","5?? 40' 56.641"" N",
389,CHAPPIES SUPERMARKET,CHAPPIES,,303975233,MADINA,AGBOGBA,,NA,,-0.193444342,5.682080434,"0?? 11' 36.400"" W","5?? 40' 55.490"" N",
390,PACIFIC MART,NII LAMMIE,,244382182,MADINA,AGBOGBA,,NA,,-0.192850429,5.682742876,"0?? 11' 34.262"" W","5?? 40' 57.874"" N",
391,HALAL ENTERPRISE,SISTER LAMI,,261725257,MADINA,AKATSI ABOR,,NA,,-0.19092021,5.683131204,"0?? 11' 27.313"" W","5?? 40' 59.272"" N",
392,GIFTY SHOP,GIFTY,,246168335,MADINA,AKATSI ABOR,,NA,,-0.189962715,5.686434848,"0?? 11' 23.866"" W","5?? 41' 11.165"" N",
393,WATER HEIGHTS ENTERPRISE,THEIMA,,244124434,MADINA,AKATSI ABOR,,NA,,-0.189551544,5.686811754,"0?? 11' 22.386"" W","5?? 41' 12.522"" N",
394,ONY JESUS ENTERPRISE,ONLY JESUS,,244407551,MADINA,AGBOGBA,,NA,,-0.189140373,5.686412005,"0?? 11' 20.905"" W","5?? 41' 11.083"" N",
395,DAILY NEEDS,HELENA,,244827526,MADINA,AGBOGBA,,NA,,-0.187952546,5.686366319,"0?? 11' 16.629"" W","5?? 41' 10.919"" N",
396,HOMELAND SUPERMARKET,MAMA AMA,,244407407,MADINA,AKATSI ABOR,,NA,,-0.18744239,5.686815561,"0?? 11' 14.793"" W","5?? 41' 12.536"" N",
397,GRACE PROVISIONS,EMMANUEL NYAME,,545199939,MADINA,AGBOGBA,,NA,,-0.187632747,5.687851103,"0?? 11' 15.478"" W","5?? 41' 16.264"" N",
398,SALLY'S SUPERMARKET,SALLY,,243601481,MADINA,AGBOGBA,,NA,,-0.188795827,5.690734772,"0?? 11' 19.665"" W","5?? 41' 26.645"" N",
399,GRACE SHOP,MADAM GRACE,,NA,MADINA,AGBOGBA,,NA,,-0.182114301,5.690155135,"0?? 10' 55.611"" W","5?? 41' 24.558"" N",
400,RAFIATU'S STORE,RAFIATU IDRISS,,542412149,MADINA,ZONGO JUNCTION,,NA,,-0.184093251,5.68099935,"0?? 11' 2.736"" W","5?? 40' 51.598"" N",
401,AKWEI ATTAH,AKWEI ATTAH,,244388973,MADINA,YELLOW SIGNBOARD DOWN,,NA,,-0.161956568,5.677848678,"0?? 9' 43.044"" W","5?? 40' 40.255"" N",
